customer_id,segment,geography,income,credit_score,loan_type,loan_amount,tenure,acquisition_channel,days_past_due,default_flag
997,Subprime,Rural,48559,652,SME Working Capital,126371,36,Partner,9,0
998,Near Prime,Rural,62611,661,BNPL,374103,24,Direct,10,0
999,Near Prime,Rural,155518,671,Personal Loan,386564,48,Direct,10,0
1000,Prime,Semi-Urban,176747,822,BNPL,170726,36,Direct,2,0
1001,Prime,Rural,76711,827,Personal Loan,412137,36,App,8,0
1002,Near Prime,Rural,137864,840,BNPL,128055,48,Direct,5,0
1003,Prime,Rural,135980,714,BNPL,224408,24,Partner,6,0
1004,Subprime,Urban,43642,760,BNPL,400400,36,Direct,5,0
1005,Prime,Semi-Urban,123431,589,SME Working Capital,513829,36,Direct,15,0
1006,Prime,Rural,125227,840,Personal Loan,36598,24,Direct,6,0
1007,Prime,Rural,23054,782,Personal Loan,182920,6,Partner,4,0
1008,Near Prime,Semi-Urban,51393,718,BNPL,669490,24,Partner,6,0
1009,Subprime,Urban,118113,757,BNPL,186249,6,Partner,4,0
1010,Prime,Rural,124596,677,SME Working Capital,290527,24,Partner,8,0
1011,Near Prime,Urban,20684,708,Personal Loan,671363,36,App,4,0
1012,Prime,Rural,188335,501,BNPL,225334,12,Direct,22,1
1013,Subprime,Rural,143612,684,SME Working Capital,80352,6,App,6,0
1014,Near Prime,Rural,127109,725,Personal Loan,624473,24,Direct,4,0
1015,Prime,Urban,197729,703,SME Working Capital,341597,12,Direct,2,0
1016,Near Prime,Rural,23833,538,Personal Loan,663342,12,Partner,20,0
1017,Subprime,Rural,90720,774,Personal Loan,663862,48,App,5,0
1018,Prime,Semi-Urban,190568,642,BNPL,86446,6,Partner,10,0
1019,Prime,Urban,133032,603,SME Working Capital,217425,12,Direct,18,0
1020,Prime,Semi-Urban,135458,804,BNPL,335745,6,App,6,0
1021,Near Prime,Urban,140678,702,SME Working Capital,220368,12,Partner,6,0
1022,Subprime,Semi-Urban,171423,639,SME Working Capital,658924,12,App,11,0
1023,Subprime,Urban,71393,682,SME Working Capital,246469,12,Direct,5,0
1024,Prime,Rural,196805,620,BNPL,14613,12,Partner,10,0
1025,Prime,Rural,18318,547,SME Working Capital,447378,36,App,18,0
1026,Near Prime,Urban,149599,617,Personal Loan,339258,48,App,12,0
1027,Near Prime,Urban,100720,544,BNPL,617398,48,Direct,23,1
1028,Prime,Semi-Urban,145600,630,BNPL,152336,6,Direct,12,0
1029,Near Prime,Semi-Urban,78361,643,BNPL,386932,12,Direct,9,0
1030,Subprime,Rural,59479,773,Personal Loan,404076,6,Partner,2,0
1031,Prime,Rural,101154,626,Personal Loan,650934,12,Direct,9,0
1032,Prime,Rural,194737,539,Personal Loan,138083,36,Partner,22,1
1033,Subprime,Semi-Urban,36016,572,BNPL,77843,6,Direct,17,0
1034,Prime,Urban,187428,807,Personal Loan,459164,48,Direct,5,0
1035,Prime,Rural,169699,659,BNPL,275177,36,App,6,0
1036,Prime,Rural,179945,555,SME Working Capital,698019,6,App,24,1
1037,Near Prime,Semi-Urban,172112,784,Personal Loan,88187,48,Direct,2,0
1038,Prime,Semi-Urban,95213,830,Personal Loan,380181,12,Direct,5,0
1039,Prime,Semi-Urban,175578,664,Personal Loan,474701,6,Direct,9,0
1040,Near Prime,Semi-Urban,198794,825,SME Working Capital,353516,6,Partner,7,0
1041,Near Prime,Rural,182302,514,SME Working Capital,136872,24,App,24,1
1042,Near Prime,Urban,184657,672,SME Working Capital,554918,36,Direct,7,0
1043,Near Prime,Rural,188697,608,BNPL,103196,12,Partner,14,0
1044,Subprime,Rural,134751,525,SME Working Capital,667672,12,App,23,1
1045,Prime,Urban,167565,752,SME Working Capital,314011,48,App,7,0
1046,Near Prime,Rural,46131,840,SME Working Capital,134572,36,Partner,4,0
1047,Prime,Semi-Urban,112103,545,Personal Loan,215657,12,Partner,24,1
1048,Near Prime,Rural,76275,623,SME Working Capital,312363,24,Direct,10,0
1049,Prime,Rural,196178,519,Personal Loan,617944,48,App,24,1
1050,Prime,Semi-Urban,69637,511,SME Working Capital,486126,48,Direct,20,0
1051,Subprime,Urban,99486,564,BNPL,27936,6,App,19,0
1052,Prime,Rural,45033,792,SME Working Capital,57245,6,Direct,4,0
1053,Near Prime,Urban,54894,527,Personal Loan,618695,36,Direct,22,1
1054,Subprime,Rural,85304,775,BNPL,378241,6,App,8,0
1055,Prime,Semi-Urban,108158,637,Personal Loan,395295,36,Direct,13,0
1056,Prime,Rural,125521,540,SME Working Capital,498962,24,Partner,21,1
1057,Near Prime,Urban,89383,731,SME Working Capital,61986,36,App,6,0
1058,Prime,Rural,184780,545,Personal Loan,570024,48,Direct,17,0
1059,Prime,Urban,124005,553,SME Working Capital,87098,36,Partner,15,0
1060,Near Prime,Rural,46312,726,BNPL,544079,6,App,4,0
1061,Prime,Semi-Urban,35404,748,BNPL,335116,6,Partner,4,0
1062,Prime,Urban,47159,518,Personal Loan,250913,24,Direct,27,1
1063,Prime,Semi-Urban,135486,763,Personal Loan,462559,36,Direct,5,0
1064,Near Prime,Urban,47350,576,BNPL,653125,12,Direct,17,0
1065,Near Prime,Semi-Urban,185093,607,Personal Loan,522073,36,Partner,16,0
1066,Near Prime,Urban,173113,800,Personal Loan,25861,24,App,7,0
1067,Prime,Rural,28061,762,Personal Loan,543419,12,Partner,7,0
1068,Subprime,Rural,56613,755,BNPL,664772,24,Direct,6,0
1069,Prime,Rural,47966,596,BNPL,146920,6,Direct,17,0
1070,Near Prime,Rural,32956,833,BNPL,356800,6,Direct,5,0
1071,Prime,Urban,33326,605,BNPL,593900,24,Partner,16,0
1072,Subprime,Semi-Urban,139262,690,Personal Loan,631963,48,Partner,2,0
1073,Near Prime,Urban,69956,777,Personal Loan,113807,6,Partner,7,0
1074,Near Prime,Urban,175186,709,Personal Loan,31112,48,Direct,6,0
1075,Near Prime,Rural,196680,575,Personal Loan,73716,24,App,17,0
1076,Near Prime,Semi-Urban,37142,844,SME Working Capital,628955,36,App,8,0
1077,Near Prime,Urban,73496,844,Personal Loan,311081,24,Direct,5,0
1078,Near Prime,Urban,49502,730,Personal Loan,596203,48,App,4,0
1079,Near Prime,Rural,178126,556,Personal Loan,341594,6,Direct,16,0
1080,Prime,Semi-Urban,129207,779,SME Working Capital,194639,6,Partner,3,0
1081,Near Prime,Semi-Urban,43738,609,Personal Loan,278176,12,App,12,0
1082,Near Prime,Semi-Urban,63848,761,SME Working Capital,507474,36,App,8,0
1083,Near Prime,Semi-Urban,99264,558,SME Working Capital,149101,6,Partner,18,0
1084,Subprime,Rural,84387,515,SME Working Capital,436955,24,Partner,25,1
1085,Near Prime,Urban,116383,828,SME Working Capital,353722,6,Partner,6,0
1086,Prime,Urban,34121,743,Personal Loan,588378,48,Direct,3,0
1087,Subprime,Semi-Urban,190489,668,Personal Loan,434237,36,Partner,9,0
1088,Near Prime,Semi-Urban,114460,558,SME Working Capital,122854,24,Partner,17,0
1089,Near Prime,Semi-Urban,147314,742,BNPL,619513,36,App,7,0
1090,Near Prime,Semi-Urban,109857,833,Personal Loan,125355,6,Partner,3,0
1091,Subprime,Urban,78319,698,SME Working Capital,597312,6,App,7,0
1092,Prime,Urban,51969,569,BNPL,8949,12,Direct,20,0
1093,Subprime,Semi-Urban,44283,727,Personal Loan,234936,6,Partner,5,0
1094,Near Prime,Semi-Urban,68552,551,SME Working Capital,129493,6,Partner,22,1
1095,Prime,Urban,163524,687,Personal Loan,466196,36,Direct,7,0
1096,Prime,Rural,191742,691,BNPL,218300,48,Direct,4,0
1097,Subprime,Urban,90428,674,Personal Loan,672418,36,Direct,7,0
1098,Subprime,Rural,64739,847,BNPL,248892,36,App,3,0
1099,Near Prime,Semi-Urban,115673,723,BNPL,167088,6,App,8,0
1100,Prime,Rural,125693,616,BNPL,587196,12,Partner,14,0
1101,Subprime,Urban,150034,519,Personal Loan,382730,24,Direct,22,1
1102,Prime,Urban,159975,760,SME Working Capital,312558,12,App,7,0
1103,Prime,Rural,147741,513,Personal Loan,54434,24,Partner,25,1
1104,Near Prime,Semi-Urban,63071,652,Personal Loan,94445,12,Direct,9,0
1105,Near Prime,Semi-Urban,44089,557,SME Working Capital,309857,6,Direct,24,1
1106,Prime,Urban,62205,652,SME Working Capital,450822,24,Partner,10,0
1107,Prime,Semi-Urban,151080,637,Personal Loan,512275,6,Direct,14,0
1108,Prime,Rural,41925,504,SME Working Capital,491859,12,Direct,24,1
1109,Prime,Urban,152234,724,SME Working Capital,635732,36,Partner,2,0
1110,Prime,Urban,65157,709,Personal Loan,170459,36,Direct,2,0
1111,Prime,Urban,41679,629,BNPL,561216,36,App,10,0
1112,Prime,Rural,93285,678,SME Working Capital,430214,36,Direct,8,0
1113,Prime,Urban,199222,568,SME Working Capital,25851,48,App,20,0
1114,Prime,Rural,179912,508,Personal Loan,499728,36,Direct,29,1
1115,Near Prime,Urban,51337,502,Personal Loan,569559,24,Direct,28,1
1116,Near Prime,Urban,167220,837,SME Working Capital,53533,6,App,5,0
1117,Prime,Semi-Urban,196964,691,Personal Loan,513408,12,Direct,9,0
1118,Near Prime,Rural,17160,529,Personal Loan,602426,6,App,20,0
1119,Near Prime,Semi-Urban,107900,665,BNPL,420418,24,App,11,0
1120,Prime,Semi-Urban,72876,657,Personal Loan,503260,12,Direct,10,0
1121,Prime,Semi-Urban,172010,846,SME Working Capital,584766,6,App,2,0
1122,Near Prime,Rural,94062,571,BNPL,549577,36,Partner,18,0
1123,Near Prime,Semi-Urban,118651,796,Personal Loan,282207,12,App,8,0
1124,Subprime,Rural,91013,807,SME Working Capital,412565,12,Partner,6,0
1125,Near Prime,Urban,130958,795,BNPL,300006,48,Direct,7,0
1126,Near Prime,Rural,80821,617,BNPL,162994,48,App,18,0
1127,Prime,Urban,90525,807,Personal Loan,680681,48,App,6,0
1128,Prime,Semi-Urban,120892,657,Personal Loan,182463,36,Partner,10,0
1129,Prime,Urban,64829,654,Personal Loan,89320,12,Direct,8,0
1130,Subprime,Semi-Urban,60528,827,BNPL,396387,6,App,7,0
1131,Near Prime,Urban,68437,816,BNPL,655245,48,App,4,0
1132,Prime,Rural,137115,615,SME Working Capital,662339,12,App,11,0
1133,Prime,Urban,163123,620,BNPL,530209,6,Partner,11,0
1134,Prime,Semi-Urban,128828,503,SME Working Capital,416826,12,Direct,25,1
1135,Near Prime,Urban,105534,763,Personal Loan,205475,6,Direct,5,0
1136,Prime,Semi-Urban,194723,663,BNPL,211959,24,Direct,7,0
1137,Prime,Urban,103260,541,BNPL,619128,36,Direct,19,0
1138,Prime,Rural,76621,716,BNPL,489340,24,App,7,0
1139,Prime,Rural,90834,625,BNPL,373684,36,App,14,0
1140,Near Prime,Rural,193935,748,Personal Loan,670918,12,App,3,0
1141,Near Prime,Rural,26109,672,SME Working Capital,172592,48,App,9,0
1142,Near Prime,Urban,189232,797,Personal Loan,482585,36,Direct,4,0
1143,Subprime,Urban,30551,802,BNPL,264395,6,App,4,0
1144,Subprime,Urban,90655,556,BNPL,193261,48,Direct,17,0
1145,Prime,Urban,117615,565,BNPL,461210,36,App,19,0
1146,Prime,Rural,134297,746,Personal Loan,472413,24,Partner,4,0
1147,Near Prime,Rural,23342,815,SME Working Capital,145109,48,App,4,0
1148,Prime,Rural,91753,707,SME Working Capital,236818,48,Partner,3,0
1149,Near Prime,Urban,188813,656,Personal Loan,392894,48,App,10,0
1150,Near Prime,Urban,70749,757,BNPL,428782,6,App,8,0
1151,Prime,Urban,97100,739,SME Working Capital,70204,36,App,8,0
1152,Subprime,Urban,83019,787,BNPL,483366,24,Direct,5,0
1153,Near Prime,Urban,170244,565,Personal Loan,680242,24,App,19,0
1154,Prime,Rural,130254,803,SME Working Capital,355605,36,Partner,5,0
1155,Near Prime,Semi-Urban,150343,697,SME Working Capital,651646,36,Partner,6,0
1156,Near Prime,Semi-Urban,135560,658,SME Working Capital,380171,24,App,7,0
1157,Near Prime,Rural,162954,764,SME Working Capital,145207,12,App,5,0
1158,Subprime,Semi-Urban,123687,722,Personal Loan,24002,48,App,4,0
1159,Subprime,Semi-Urban,185622,520,Personal Loan,353722,12,Direct,24,1
1160,Near Prime,Semi-Urban,32048,694,SME Working Capital,531861,48,Partner,6,0
1161,Near Prime,Semi-Urban,156072,833,Personal Loan,38662,6,Partner,4,0
1162,Prime,Urban,51394,528,BNPL,624155,12,App,23,1
1163,Near Prime,Urban,82211,832,BNPL,334039,24,Partner,2,0
1164,Prime,Rural,163344,685,Personal Loan,299396,48,App,4,0
1165,Prime,Semi-Urban,23529,769,BNPL,453931,12,Direct,6,0
1166,Subprime,Semi-Urban,48164,554,SME Working Capital,339369,24,Direct,19,0
1167,Prime,Semi-Urban,158557,768,BNPL,117317,6,App,2,0
1168,Prime,Semi-Urban,29510,559,SME Working Capital,694706,6,Partner,20,0
1169,Near Prime,Urban,38636,618,Personal Loan,208526,48,Partner,11,0
1170,Near Prime,Rural,84395,650,BNPL,560283,36,Partner,7,0
1171,Near Prime,Rural,134558,518,BNPL,386229,12,Direct,24,1
1172,Subprime,Semi-Urban,193072,786,SME Working Capital,509152,48,Direct,5,0
1173,Prime,Urban,44507,702,SME Working Capital,204487,24,Direct,9,0
1174,Prime,Semi-Urban,174265,519,BNPL,362790,36,App,21,1
1175,Near Prime,Urban,187245,663,Personal Loan,297011,36,App,8,0
1176,Prime,Semi-Urban,122110,798,SME Working Capital,551223,48,Direct,4,0
1177,Near Prime,Semi-Urban,108421,601,BNPL,166928,12,Direct,13,0
1178,Subprime,Urban,140751,810,SME Working Capital,27859,12,Direct,5,0
1179,Subprime,Semi-Urban,73024,577,BNPL,474831,48,Partner,15,0
1180,Subprime,Rural,56682,515,Personal Loan,610162,12,App,25,1
1181,Prime,Urban,108220,640,BNPL,227341,24,Direct,11,0
1182,Near Prime,Urban,91201,676,SME Working Capital,637877,6,Direct,12,0
1183,Subprime,Rural,129380,598,SME Working Capital,175235,36,Partner,13,0
1184,Subprime,Semi-Urban,67688,501,SME Working Capital,655226,24,Direct,28,1
1185,Near Prime,Semi-Urban,149312,770,SME Working Capital,188534,12,App,5,0
1186,Near Prime,Semi-Urban,30330,797,SME Working Capital,51021,24,Partner,8,0
1187,Prime,Rural,168319,715,BNPL,580127,12,App,3,0
1188,Prime,Rural,143023,737,SME Working Capital,153194,24,App,6,0
1189,Prime,Rural,69523,580,Personal Loan,493012,24,Direct,16,0
1190,Subprime,Urban,126276,780,SME Working Capital,50069,12,Direct,4,0
1191,Prime,Rural,149098,682,SME Working Capital,132083,6,Partner,7,0
1192,Subprime,Rural,103874,674,Personal Loan,568060,24,Partner,7,0
1193,Prime,Rural,160425,631,SME Working Capital,184593,48,App,11,0
1194,Near Prime,Rural,167889,754,BNPL,204350,48,Partner,2,0
1195,Near Prime,Urban,60580,806,SME Working Capital,505887,12,Partner,3,0
1196,Prime,Semi-Urban,64489,535,BNPL,16822,48,App,21,1
1197,Near Prime,Urban,17508,657,BNPL,656097,48,Partner,5,0
1198,Near Prime,Rural,178321,848,SME Working Capital,169030,12,Direct,9,0
1199,Near Prime,Semi-Urban,34311,591,BNPL,133716,36,App,19,0
1200,Near Prime,Rural,23501,508,BNPL,28141,6,Partner,20,0
1201,Near Prime,Urban,75165,808,SME Working Capital,292901,48,App,7,0
1202,Near Prime,Urban,79328,784,BNPL,531594,48,Direct,3,0
1203,Prime,Semi-Urban,97819,754,SME Working Capital,608203,12,Partner,2,0
1204,Subprime,Rural,199320,602,Personal Loan,233588,48,Partner,14,0
1205,Near Prime,Semi-Urban,116687,620,BNPL,534712,48,Direct,13,0
1206,Prime,Urban,46618,542,Personal Loan,122840,48,Direct,23,1
1207,Subprime,Semi-Urban,150535,728,BNPL,434286,12,App,9,0
1208,Prime,Urban,153435,695,Personal Loan,620947,6,App,7,0
1209,Near Prime,Rural,52083,722,Personal Loan,88984,48,Partner,1,0
1210,Near Prime,Rural,37146,668,SME Working Capital,90636,48,App,6,0
1211,Near Prime,Semi-Urban,49628,556,Personal Loan,501716,12,Direct,20,0
1212,Prime,Semi-Urban,92286,686,Personal Loan,295369,12,Direct,6,0
1213,Prime,Rural,150551,516,SME Working Capital,241682,48,Direct,23,1
1214,Near Prime,Urban,159621,728,Personal Loan,685685,24,Partner,7,0
1215,Near Prime,Semi-Urban,198376,529,BNPL,262795,24,App,18,0
1216,Near Prime,Urban,115800,774,SME Working Capital,642703,36,Partner,4,0
1217,Prime,Semi-Urban,37136,582,BNPL,647696,12,Direct,15,0
1218,Subprime,Urban,94762,845,BNPL,62190,6,App,6,0
1219,Near Prime,Semi-Urban,181453,767,Personal Loan,240703,48,Direct,8,0
1220,Subprime,Urban,153072,809,SME Working Capital,221682,48,Direct,9,0
1221,Near Prime,Rural,80009,823,SME Working Capital,7620,48,Partner,6,0
1222,Near Prime,Urban,109360,570,Personal Loan,646558,48,Partner,16,0
1223,Near Prime,Urban,61417,740,BNPL,103079,24,Direct,5,0
1224,Subprime,Rural,72301,753,BNPL,222654,6,App,4,0
1225,Prime,Semi-Urban,152867,692,BNPL,147872,48,Partner,7,0
1226,Near Prime,Urban,82344,624,Personal Loan,325062,12,Direct,14,0
1227,Near Prime,Rural,84045,848,Personal Loan,675626,48,Partner,5,0
1228,Near Prime,Semi-Urban,20942,819,SME Working Capital,69587,24,Partner,4,0
1229,Prime,Rural,141827,687,BNPL,492649,36,App,7,0
1230,Prime,Rural,80657,624,SME Working Capital,697319,48,App,15,0
1231,Subprime,Urban,122449,514,BNPL,296676,36,App,24,1
1232,Near Prime,Semi-Urban,52391,500,BNPL,658719,6,Partner,25,1
1233,Prime,Rural,95101,715,Personal Loan,459287,48,App,5,0
1234,Near Prime,Rural,117034,772,BNPL,108270,6,App,4,0
1235,Subprime,Urban,23733,776,Personal Loan,361078,48,Partner,6,0
1236,Subprime,Urban,123485,569,BNPL,129507,48,Direct,17,0
1237,Near Prime,Semi-Urban,167584,684,SME Working Capital,342803,24,App,5,0
1238,Prime,Urban,96017,800,BNPL,627638,48,Partner,6,0
1239,Prime,Urban,108689,722,SME Working Capital,418449,24,App,5,0
1240,Prime,Urban,43545,846,SME Working Capital,671414,36,Partner,2,0
1241,Prime,Rural,18307,503,BNPL,561661,48,Direct,26,1
1242,Prime,Semi-Urban,114689,680,SME Working Capital,24945,12,Direct,6,0
1243,Near Prime,Semi-Urban,176888,831,Personal Loan,669105,24,App,2,0
1244,Near Prime,Rural,59604,836,BNPL,113817,24,App,6,0
1245,Near Prime,Rural,131984,835,BNPL,527845,48,App,8,0
1246,Subprime,Semi-Urban,42839,561,Personal Loan,386559,12,Partner,18,0
1247,Prime,Rural,134100,669,SME Working Capital,375265,24,Partner,7,0
1248,Prime,Urban,42834,530,BNPL,444190,12,Partner,22,1
1249,Near Prime,Urban,100688,845,BNPL,223274,24,App,5,0
1250,Near Prime,Semi-Urban,197916,520,BNPL,418673,6,Direct,21,1
1251,Prime,Semi-Urban,101207,720,BNPL,102261,12,App,11,0
1252,Subprime,Semi-Urban,116159,666,SME Working Capital,558087,48,Partner,12,0
1253,Near Prime,Semi-Urban,149603,780,SME Working Capital,192963,48,Direct,7,0
1254,Near Prime,Urban,183687,673,BNPL,580454,12,Partner,9,0
1255,Prime,Urban,182361,737,SME Working Capital,487375,24,App,4,0
1256,Near Prime,Rural,89493,706,Personal Loan,528660,6,Direct,4,0
1257,Prime,Rural,144066,533,SME Working Capital,640704,24,Partner,23,1
1258,Prime,Rural,73746,507,BNPL,484875,6,Direct,28,1
1259,Near Prime,Rural,67335,554,SME Working Capital,92878,48,Partner,21,1
1260,Near Prime,Rural,129972,775,SME Working Capital,382211,48,Partner,8,0
1261,Near Prime,Rural,84137,832,Personal Loan,287444,12,Partner,6,0
1262,Prime,Rural,186265,769,Personal Loan,181736,12,Partner,5,0
1263,Prime,Rural,133370,705,Personal Loan,136687,24,App,5,0
1264,Subprime,Semi-Urban,73960,585,SME Working Capital,18746,36,Partner,13,0
1265,Subprime,Semi-Urban,117088,623,SME Working Capital,688208,6,App,10,0
1266,Subprime,Semi-Urban,37739,591,SME Working Capital,158671,36,App,12,0
1267,Prime,Semi-Urban,123727,550,BNPL,43987,6,Direct,17,0
1268,Prime,Urban,18801,655,Personal Loan,406449,48,Direct,10,0
1269,Prime,Urban,20485,709,Personal Loan,488492,12,Direct,5,0
1270,Subprime,Urban,189118,614,BNPL,223366,48,Direct,17,0
1271,Prime,Semi-Urban,130111,504,BNPL,418537,12,App,25,1
1272,Prime,Rural,175243,695,Personal Loan,546804,36,App,5,0
1273,Prime,Rural,160107,645,Personal Loan,267551,48,Partner,13,0
1274,Near Prime,Urban,154841,685,BNPL,678141,36,Direct,3,0
1275,Near Prime,Semi-Urban,63748,551,SME Working Capital,554743,6,Partner,18,0
1276,Subprime,Rural,128363,541,SME Working Capital,412581,36,Direct,20,0
1277,Prime,Urban,178809,519,SME Working Capital,67976,6,Partner,22,1
1278,Prime,Rural,143077,530,SME Working Capital,460588,48,App,24,1
1279,Subprime,Semi-Urban,86732,543,Personal Loan,98640,24,Partner,19,0
1280,Prime,Rural,161626,688,BNPL,183262,36,Direct,10,0
1281,Near Prime,Semi-Urban,84938,512,Personal Loan,231134,48,Direct,24,1
1282,Near Prime,Rural,169570,547,BNPL,334166,6,Direct,21,1
1283,Prime,Urban,63258,844,Personal Loan,649537,36,Partner,3,0
1284,Prime,Urban,84964,516,SME Working Capital,13790,12,Direct,22,1
1285,Near Prime,Rural,34323,670,SME Working Capital,427570,36,App,7,0
1286,Prime,Rural,90795,790,BNPL,278552,6,Direct,3,0
1287,Subprime,Urban,139271,524,BNPL,421225,48,Direct,24,1
1288,Prime,Urban,160495,649,SME Working Capital,498095,36,Direct,12,0
1289,Prime,Rural,25148,617,Personal Loan,231118,24,Direct,13,0
1290,Near Prime,Urban,28343,591,SME Working Capital,645467,12,Direct,11,0
1291,Prime,Urban,84210,849,SME Working Capital,144702,6,Partner,9,0
1292,Subprime,Urban,76549,554,SME Working Capital,148368,48,Partner,17,0
1293,Near Prime,Semi-Urban,79095,756,BNPL,288812,24,Partner,3,0
1294,Prime,Urban,114633,810,Personal Loan,264026,48,App,4,0
1295,Prime,Rural,128424,657,BNPL,455831,12,Direct,7,0
1296,Near Prime,Semi-Urban,109992,583,SME Working Capital,511484,6,Direct,14,0
1297,Subprime,Semi-Urban,23608,566,Personal Loan,251752,6,App,17,0
1298,Prime,Rural,152371,649,Personal Loan,542821,48,App,9,0
1299,Prime,Rural,175130,845,Personal Loan,120325,12,Partner,3,0
1300,Near Prime,Semi-Urban,198609,800,Personal Loan,597121,24,App,7,0
1301,Near Prime,Rural,158695,716,Personal Loan,580865,24,Partner,4,0
1302,Near Prime,Urban,181764,792,Personal Loan,672797,12,Direct,6,0
1303,Prime,Rural,145495,664,BNPL,526862,48,Direct,7,0
1304,Prime,Rural,52118,706,Personal Loan,366143,48,Partner,5,0
1305,Subprime,Semi-Urban,187871,515,BNPL,484670,24,Partner,23,1
1306,Subprime,Rural,176883,740,SME Working Capital,241467,36,App,4,0
1307,Near Prime,Semi-Urban,92763,797,Personal Loan,16276,48,Direct,5,0
1308,Subprime,Urban,104990,833,BNPL,386125,36,Partner,4,0
1309,Prime,Semi-Urban,148789,758,Personal Loan,382888,48,Partner,8,0
1310,Subprime,Semi-Urban,194275,603,SME Working Capital,315275,12,App,15,0
1311,Subprime,Rural,140822,731,BNPL,647060,24,Direct,1,0
1312,Near Prime,Semi-Urban,163161,650,Personal Loan,179166,36,App,12,0
1313,Near Prime,Urban,21779,524,BNPL,257022,24,App,20,0
1314,Prime,Rural,37605,734,Personal Loan,369229,24,Partner,6,0
1315,Subprime,Semi-Urban,53708,794,Personal Loan,545928,24,Partner,4,0
1316,Near Prime,Semi-Urban,129422,763,SME Working Capital,263278,6,Partner,6,0
1317,Near Prime,Semi-Urban,83108,514,SME Working Capital,37030,24,App,22,1
1318,Near Prime,Rural,18582,554,SME Working Capital,230353,6,Direct,20,0
1319,Prime,Rural,73225,724,SME Working Capital,182276,24,Direct,1,0
1320,Subprime,Rural,95456,688,BNPL,53015,12,Partner,4,0
1321,Near Prime,Rural,177628,581,Personal Loan,61754,48,App,19,0
1322,Near Prime,Semi-Urban,190002,545,BNPL,657868,36,App,21,1
1323,Prime,Rural,173728,840,SME Working Capital,510517,36,Partner,4,0
1324,Near Prime,Urban,121304,743,Personal Loan,329465,12,App,0,0
1325,Prime,Semi-Urban,108390,686,SME Working Capital,653221,6,Direct,9,0
1326,Near Prime,Semi-Urban,146684,832,SME Working Capital,519056,48,Direct,6,0
1327,Prime,Urban,102952,604,Personal Loan,645445,48,Partner,20,0
1328,Prime,Urban,47523,573,BNPL,40680,36,Direct,17,0
1329,Prime,Urban,97286,507,Personal Loan,575365,12,Partner,26,1
1330,Near Prime,Semi-Urban,190373,659,SME Working Capital,388041,6,Direct,9,0
1331,Subprime,Rural,168607,719,BNPL,368873,24,Partner,10,0
1332,Prime,Rural,85461,832,SME Working Capital,587217,36,App,1,0
1333,Near Prime,Rural,182358,788,BNPL,66977,36,Direct,7,0
1334,Prime,Semi-Urban,130061,577,Personal Loan,468679,48,Direct,22,1
1335,Prime,Semi-Urban,54057,604,BNPL,281422,36,App,14,0
1336,Prime,Rural,114356,715,Personal Loan,321668,36,App,7,0
1337,Prime,Urban,49398,571,BNPL,255516,24,Direct,14,0
1338,Near Prime,Urban,134500,823,BNPL,441593,48,App,6,0
1339,Prime,Semi-Urban,182889,543,BNPL,486230,36,Direct,23,1
1340,Prime,Semi-Urban,71561,719,Personal Loan,490157,36,Partner,8,0
1341,Near Prime,Semi-Urban,123891,736,BNPL,194602,36,Direct,6,0
1342,Prime,Urban,138810,673,BNPL,583072,36,App,9,0
1343,Subprime,Urban,46823,630,BNPL,156373,48,Direct,13,0
1344,Prime,Semi-Urban,66834,552,Personal Loan,625200,48,App,18,0
1345,Subprime,Semi-Urban,27521,540,Personal Loan,418909,24,Partner,21,1
1346,Prime,Urban,39330,505,SME Working Capital,201452,6,Direct,22,1
1347,Subprime,Rural,141601,544,Personal Loan,506038,6,Partner,17,0
1348,Prime,Rural,94463,661,SME Working Capital,310989,6,App,6,0
1349,Prime,Rural,113772,775,Personal Loan,587454,24,Direct,4,0
1350,Prime,Rural,27439,594,SME Working Capital,563082,6,Partner,13,0
1351,Near Prime,Semi-Urban,144048,791,Personal Loan,675743,36,App,6,0
1352,Prime,Urban,101137,519,SME Working Capital,464129,6,App,20,0
1353,Prime,Semi-Urban,96821,545,SME Working Capital,127645,48,Direct,22,1
1354,Near Prime,Rural,161415,587,Personal Loan,266889,12,App,17,0
1355,Prime,Urban,87062,528,SME Working Capital,14305,36,Partner,18,0
1356,Near Prime,Rural,199305,549,SME Working Capital,628678,12,Partner,20,0
1357,Near Prime,Rural,169552,742,BNPL,550274,24,App,3,0
1358,Prime,Rural,93231,723,SME Working Capital,515672,24,App,6,0
1359,Subprime,Urban,140328,597,BNPL,45230,36,Partner,17,0
1360,Prime,Semi-Urban,48655,512,BNPL,478706,36,App,26,1
1361,Prime,Urban,93105,737,BNPL,7775,36,Partner,8,0
1362,Near Prime,Urban,151401,501,Personal Loan,670650,36,App,24,1
1363,Subprime,Rural,178762,621,BNPL,149742,24,App,12,0
1364,Prime,Urban,176082,502,Personal Loan,237078,36,Partner,22,1
1365,Prime,Rural,34448,569,BNPL,569723,36,App,15,0
1366,Subprime,Semi-Urban,179636,744,Personal Loan,652030,48,Partner,4,0
1367,Near Prime,Rural,177779,832,BNPL,277131,6,Partner,4,0
1368,Near Prime,Semi-Urban,154468,587,SME Working Capital,419411,6,Direct,20,0
1369,Near Prime,Rural,116118,642,Personal Loan,41902,6,App,13,0
1370,Subprime,Urban,32250,710,Personal Loan,293190,36,Direct,4,0
